Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Ontario,80470,75276,12/16/2021
Mid-Hudson,Orange,241033,218370,12/16/2021
Finger Lakes,Orleans,23144,21592,12/16/2021
Central New York,Oswego,74614,70019,12/16/2021
Mohawk Valley,Otsego,38244,35606,12/16/2021
Mid-Hudson,Putnam,76839,68691,12/16/2021
New York City,Queens,1982032,1790825,12/16/2021
Capital Region,Rensselaer,112044,103625,12/16/2021
New York City,Richmond,352710,322407,12/16/2021
Mid-Hudson,Rockland,213497,192004,12/16/2021
Capital Region,Saratoga,177672,164628,12/16/2021
Capital Region,Schenectady,127247,117108,12/16/2021
Mohawk Valley,Schoharie,18436,17426,12/16/2021
Southern Tier,Schuyler,10735,9896,12/16/2021
Finger Lakes,Seneca,18534,17255,12/16/2021
North Country,St. Lawrence,67537,62831,12/16/2021
Southern Tier,Steuben,52899,49413,12/16/2021
Long Island,Suffolk,1142399,1036928,12/16/2021
Mid-Hudson,Sullivan,47297,42662,12/16/2021
Southern Tier,Tioga,24316,22945,12/16/2021
Southern Tier,Tompkins,80030,74169,12/16/2021
Mid-Hudson,Ulster,138699,126116,12/16/2021
Capital Region,Warren,49834,46241,12/16/2021
Capital Region,Washington,39722,37146,12/16/2021
Finger Lakes,Wayne,61594,57611,12/16/2021
Mid-Hudson,Westchester,801862,719190,12/16/2021
Finger Lakes,Wyoming,22139,20649,12/16/2021
Finger Lakes,Yates,13934,12870,12/16/2021
Capital Region,Albany,238559,217200,12/17/2021
Western New York,Allegany,22109,20452,12/17/2021
New York City,Bronx,1065507,941818,12/17/2021
Southern Tier,Broome,127184,118727,12/17/2021
Western New York,Cattaraugus,41472,38071,12/17/2021
Central New York,Cayuga,47312,43881,12/17/2021
Western New York,Chautauqua,76599,69926,12/17/2021
Southern Tier,Chemung,46565,43458,12/17/2021
Southern Tier,Chenango,29761,27637,12/17/2021
North Country,Clinton,55720,52016,12/17/2021
Capital Region,Columbia,43648,39735,12/17/2021
Central New York,Cortland,28130,26382,12/17/2021
Southern Tier,Delaware,25126,23195,12/17/2021
Mid-Hudson,Dutchess,213504,191695,12/17/2021
Western New York,Erie,667541,616544,12/17/2021
North Country,Essex,26427,24577,12/17/2021
North Country,Franklin,29263,26980,12/17/2021
Mohawk Valley,Fulton,28426,26463,12/17/2021
Finger Lakes,Genesee,35791,33502,12/17/2021
Capital Region,Greene,30568,27732,12/17/2021
North Country,Hamilton,3458,3164,12/17/2021
Mohawk Valley,Herkimer,35053,32578,12/17/2021
North Country,Jefferson,70582,58557,12/17/2021
New York City,Kings,1861868,1675721,12/17/2021
North Country,Lewis,13779,13031,12/17/2021
Finger Lakes,Livingston,38405,36114,12/17/2021
Central New York,Madison,51730,48124,12/17/2021
Finger Lakes,Monroe,544782,506255,12/17/2021
Mohawk Valley,Montgomery,33234,31063,12/17/2021
Long Island,Nassau,1152532,1046070,12/17/2021
New York City,New York,1467768,1288013,12/17/2021
Western New York,Niagara,141788,132370,12/17/2021
Mohawk Valley,Oneida,146371,134720,12/17/2021
Central New York,Onondaga,344433,316554,12/17/2021
Finger Lakes,Ontario,80544,75313,12/17/2021
Mid-Hudson,Orange,241408,218600,12/17/2021
Finger Lakes,Orleans,23160,21611,12/17/2021
Central New York,Oswego,74675,70070,12/17/2021
Mohawk Valley,Otsego,38295,35628,12/17/2021
Mid-Hudson,Putnam,76972,68752,12/17/2021
New York City,Queens,1986554,1793139,12/17/2021
Capital Region,Rensselaer,112187,103697,12/17/2021
New York City,Richmond,353371,322749,12/17/2021
Mid-Hudson,Rockland,213833,192192,12/17/2021
Capital Region,Saratoga,177911,164748,12/17/2021
Capital Region,Schenectady,127386,117204,12/17/2021
Mohawk Valley,Schoharie,18456,17437,12/17/2021
Southern Tier,Schuyler,10750,9932,12/17/2021
Finger Lakes,Seneca,18544,17269,12/17/2021
North Country,St. Lawrence,67612,62905,12/17/2021
Southern Tier,Steuben,52982,49476,12/17/2021
Long Island,Suffolk,1144146,1037987,12/17/2021
Mid-Hudson,Sullivan,47345,42703,12/17/2021
Southern Tier,Tioga,24345,22966,12/17/2021
Southern Tier,Tompkins,80176,74213,12/17/2021
Mid-Hudson,Ulster,138905,126211,12/17/2021
Capital Region,Warren,49887,46259,12/17/2021
Capital Region,Washington,39764,37168,12/17/2021
Finger Lakes,Wayne,61660,57650,12/17/2021
Mid-Hudson,Westchester,803813,720123,12/17/2021
Finger Lakes,Wyoming,22156,20687,12/17/2021
Finger Lakes,Yates,13942,12874,12/17/2021
Capital Region,Albany,238832,217384,12/18/2021
Western New York,Allegany,22134,20461,12/18/2021
New York City,Bronx,1068647,943350,12/18/2021
Southern Tier,Broome,127296,118810,12/18/2021
Western New York,Cattaraugus,41501,38099,12/18/2021
Central New York,Cayuga,47337,43911,12/18/2021
Western New York,Chautauqua,76732,70001,12/18/2021
Southern Tier,Chemung,46602,43482,12/18/2021
Southern Tier,Chenango,29788,27658,12/18/2021
North Country,Clinton,55823,52030,12/18/2021
Capital Region,Columbia,43691,39768,12/18/2021
Central New York,Cortland,28145,26393,12/18/2021
Southern Tier,Delaware,25156,23211,12/18/2021
Mid-Hudson,Dutchess,213751,191943,12/18/2021
Western New York,Erie,668257,617175,12/18/2021
North Country,Essex,26436,24581,12/18/2021
North Country,Franklin,29277,26995,12/18/2021
Mohawk Valley,Fulton,28445,26475,12/18/2021
Finger Lakes,Genesee,35819,33525,12/18/2021
Capital Region,Greene,30591,27745,12/18/2021
North Country,Hamilton,3458,3164,12/18/2021
Mohawk Valley,Herkimer,35080,32594,12/18/2021
North Country,Jefferson,70649,58615,12/18/2021
New York City,Kings,1866600,1678227,12/18/2021
North Country,Lewis,13780,13038,12/18/2021
Finger Lakes,Livingston,38444,36169,12/18/2021
Central New York,Madison,51769,48153,12/18/2021
Finger Lakes,Monroe,545306,506719,12/18/2021
Mohawk Valley,Montgomery,33252,31079,12/18/2021
Long Island,Nassau,1154239,1047191,12/18/2021
New York City,New York,1471005,1289615,12/18/2021
Western New York,Niagara,141924,132541,12/18/2021
Mohawk Valley,Oneida,146527,134815,12/18/2021
Central New York,Onondaga,344988,316857,12/18/2021
Finger Lakes,Ontario,80633,75379,12/18/2021
Mid-Hudson,Orange,241790,218840,12/18/2021
Finger Lakes,Orleans,23166,21624,12/18/2021
Central New York,Oswego,74727,70102,12/18/2021
Mohawk Valley,Otsego,38333,35673,12/18/2021
Mid-Hudson,Putnam,77099,68847,12/18/2021
New York City,Queens,1991127,1795568,12/18/2021
Capital Region,Rensselaer,112287,103783,12/18/2021
New York City,Richmond,354035,323206,12/18/2021
Mid-Hudson,Rockland,213982,192332,12/18/2021
Capital Region,Saratoga,178119,164979,12/18/2021
Capital Region,Schenectady,127510,117351,12/18/2021
Mohawk Valley,Schoharie,18476,17450,12/18/2021
Southern Tier,Schuyler,10753,9936,12/18/2021
Finger Lakes,Seneca,18555,17285,12/18/2021
North Country,St. Lawrence,67639,62922,12/18/2021
Southern Tier,Steuben,53013,49504,12/18/2021
Long Island,Suffolk,1145435,1038913,12/18/2021
Mid-Hudson,Sullivan,47367,42736,12/18/2021
Southern Tier,Tioga,24366,22980,12/18/2021
Southern Tier,Tompkins,80229,74245,12/18/2021
Mid-Hudson,Ulster,139082,126376,12/18/2021
Capital Region,Warren,49963,46292,12/18/2021
Capital Region,Washington,39824,37205,12/18/2021
Finger Lakes,Wayne,61736,57724,12/18/2021
Mid-Hudson,Westchester,806137,721963,12/18/2021
Finger Lakes,Wyoming,22166,20711,12/18/2021
Finger Lakes,Yates,13953,12883,12/18/2021
Capital Region,Albany,238937,217441,12/19/2021
Western New York,Allegany,22146,20463,12/19/2021
New York City,Bronx,1069577,943799,12/19/2021
Southern Tier,Broome,127333,118851,12/19/2021
Western New York,Cattaraugus,41519,38107,12/19/2021
Central New York,Cayuga,47347,43921,12/19/2021
Western New York,Chautauqua,76777,70047,12/19/2021
Southern Tier,Chemung,46613,43491,12/19/2021
Southern Tier,Chenango,29803,27663,12/19/2021
North Country,Clinton,55829,52048,12/19/2021
Capital Region,Columbia,43711,39781,12/19/2021
Central New York,Cortland,28154,26406,12/19/2021
Southern Tier,Delaware,25163,23218,12/19/2021
Mid-Hudson,Dutchess,213985,192340,12/19/2021
Western New York,Erie,668713,617546,12/19/2021
North Country,Essex,26437,24583,12/19/2021
North Country,Franklin,29283,27002,12/19/2021
Mohawk Valley,Fulton,28459,26487,12/19/2021
Finger Lakes,Genesee,35829,33543,12/19/2021
Capital Region,Greene,30601,27756,12/19/2021
North Country,Hamilton,3458,3166,12/19/2021
Mohawk Valley,Herkimer,35093,32614,12/19/2021
North Country,Jefferson,70677,58642,12/19/2021
New York City,Kings,1868746,1679401,12/19/2021
North Country,Lewis,13781,13043,12/19/2021
Finger Lakes,Livingston,38464,36190,12/19/2021
Central New York,Madison,51778,48173,12/19/2021
Finger Lakes,Monroe,545672,507277,12/19/2021
Mohawk Valley,Montgomery,33259,31090,12/19/2021
Long Island,Nassau,1155300,1047876,12/19/2021
New York City,New York,1472603,1290251,12/19/2021
Western New York,Niagara,141979,132594,12/19/2021
Mohawk Valley,Oneida,146585,134894,12/19/2021
Central New York,Onondaga,345153,317050,12/19/2021
Finger Lakes,Ontario,80668,75423,12/19/2021
Mid-Hudson,Orange,241928,218973,12/19/2021
Finger Lakes,Orleans,23172,21632,12/19/2021
Central New York,Oswego,74748,70126,12/19/2021
Mohawk Valley,Otsego,38343,35680,12/19/2021
Mid-Hudson,Putnam,77146,68882,12/19/2021
New York City,Queens,1993386,1796848,12/19/2021
Capital Region,Rensselaer,112324,103838,12/19/2021
New York City,Richmond,354324,323402,12/19/2021
Mid-Hudson,Rockland,214135,192463,12/19/2021
Capital Region,Saratoga,178217,165108,12/19/2021
Capital Region,Schenectady,127564,117402,12/19/2021
Mohawk Valley,Schoharie,18481,17455,12/19/2021
Southern Tier,Schuyler,10754,9938,12/19/2021
Finger Lakes,Seneca,18558,17289,12/19/2021
North Country,St. Lawrence,67652,62934,12/19/2021
Southern Tier,Steuben,53037,49528,12/19/2021
Long Island,Suffolk,1146269,1039545,12/19/2021
Mid-Hudson,Sullivan,47397,42762,12/19/2021
Southern Tier,Tioga,24369,22984,12/19/2021
Southern Tier,Tompkins,80313,74259,12/19/2021
Mid-Hudson,Ulster,139157,126512,12/19/2021
Capital Region,Warren,49972,46309,12/19/2021
Capital Region,Washington,39842,37229,12/19/2021
Finger Lakes,Wayne,61753,57768,12/19/2021
Mid-Hudson,Westchester,806735,722434,12/19/2021
Finger Lakes,Wyoming,22176,20717,12/19/2021
Finger Lakes,Yates,13955,12889,12/19/2021
Capital Region,Albany,239223,217606,12/20/2021
Western New York,Allegany,22157,20489,12/20/2021
New York City,Bronx,1072566,945092,12/20/2021
Southern Tier,Broome,127412,118915,12/20/2021
Western New York,Cattaraugus,41560,38156,12/20/2021
Central New York,Cayuga,47377,43949,12/20/2021
Western New York,Chautauqua,76822,70074,12/20/2021
Southern Tier,Chemung,46657,43510,12/20/2021
Southern Tier,Chenango,29839,27677,12/20/2021
North Country,Clinton,55884,52175,12/20/2021
Capital Region,Columbia,43800,39834,12/20/2021
Central New York,Cortland,28179,26438,12/20/2021
Southern Tier,Delaware,25171,23228,12/20/2021
Mid-Hudson,Dutchess,214203,192506,12/20/2021
Western New York,Erie,669363,618057,12/20/2021
North Country,Essex,26471,24625,12/20/2021
North Country,Franklin,29313,27023,12/20/2021
Mohawk Valley,Fulton,28482,26513,12/20/2021
Finger Lakes,Genesee,35845,33564,12/20/2021
Capital Region,Greene,30625,27769,12/20/2021
North Country,Hamilton,3460,3166,12/20/2021
Mohawk Valley,Herkimer,35116,32635,12/20/2021
North Country,Jefferson,70751,58742,12/20/2021
New York City,Kings,1873136,1681486,12/20/2021
North Country,Lewis,13822,13056,12/20/2021
Finger Lakes,Livingston,38486,36203,12/20/2021
Central New York,Madison,51827,48210,12/20/2021
Finger Lakes,Monroe,546096,507556,12/20/2021
Mohawk Valley,Montgomery,33291,31122,12/20/2021
Long Island,Nassau,1156931,1049031,12/20/2021
New York City,New York,1475703,1291534,12/20/2021
Western New York,Niagara,142106,132681,12/20/2021
Mohawk Valley,Oneida,146682,135019,12/20/2021
Central New York,Onondaga,345427,317305,12/20/2021
Finger Lakes,Ontario,80710,75471,12/20/2021
Mid-Hudson,Orange,242279,219212,12/20/2021
Finger Lakes,Orleans,23186,21652,12/20/2021
Central New York,Oswego,74808,70176,12/20/2021
Mohawk Valley,Otsego,38360,35689,12/20/2021
Mid-Hudson,Putnam,77275,68949,12/20/2021
New York City,Queens,1997282,1798541,12/20/2021
Capital Region,Rensselaer,112463,103892,12/20/2021
New York City,Richmond,354941,323686,12/20/2021
Mid-Hudson,Rockland,214425,192691,12/20/2021
Capital Region,Saratoga,178407,165229,12/20/2021
Capital Region,Schenectady,127678,117508,12/20/2021
Mohawk Valley,Schoharie,18493,17463,12/20/2021
Southern Tier,Schuyler,10772,9940,12/20/2021
Finger Lakes,Seneca,18569,17305,12/20/2021
North Country,St. Lawrence,67710,63080,12/20/2021
Southern Tier,Steuben,53068,49557,12/20/2021
Long Island,Suffolk,1147434,1040443,12/20/2021
Mid-Hudson,Sullivan,47543,42810,12/20/2021
Southern Tier,Tioga,24384,22995,12/20/2021
Southern Tier,Tompkins,80379,74306,12/20/2021
Mid-Hudson,Ulster,139253,126588,12/20/2021
Capital Region,Warren,49993,46347,12/20/2021
Capital Region,Washington,39863,37248,12/20/2021
Finger Lakes,Wayne,61797,57796,12/20/2021
Mid-Hudson,Westchester,808278,723366,12/20/2021
Finger Lakes,Wyoming,22188,20734,12/20/2021
Finger Lakes,Yates,13968,12894,12/20/2021
Capital Region,Albany,239518,217782,12/21/2021
Western New York,Allegany,22188,20558,12/21/2021
New York City,Bronx,1076068,946797,12/21/2021
Southern Tier,Broome,127618,118975,12/21/2021
Western New York,Cattaraugus,41637,38221,12/21/2021
Central New York,Cayuga,47433,43993,12/21/2021
Western New York,Chautauqua,76926,70133,12/21/2021
Southern Tier,Chemung,46719,43564,12/21/2021
Southern Tier,Chenango,29867,27700,12/21/2021
North Country,Clinton,55940,52226,12/21/2021
Capital Region,Columbia,43847,39867,12/21/2021
Central New York,Cortland,28197,26460,12/21/2021
Southern Tier,Delaware,25180,23253,12/21/2021
Mid-Hudson,Dutchess,214473,192672,12/21/2021
Western New York,Erie,670156,618804,12/21/2021
North Country,Essex,26490,24643,12/21/2021
North Country,Franklin,29331,27047,12/21/2021
Mohawk Valley,Fulton,28509,26539,12/21/2021
Finger Lakes,Genesee,35873,33619,12/21/2021
Capital Region,Greene,30643,27794,12/21/2021
North Country,Hamilton,3465,3170,12/21/2021
Mohawk Valley,Herkimer,35148,32648,12/21/2021
North Country,Jefferson,70803,58905,12/21/2021
New York City,Kings,1878251,1683775,12/21/2021
North Country,Lewis,13830,13068,12/21/2021
Finger Lakes,Livingston,38538,36241,12/21/2021
Central New York,Madison,51920,48283,12/21/2021
Finger Lakes,Monroe,546639,507959,12/21/2021
Mohawk Valley,Montgomery,33330,31144,12/21/2021
Long Island,Nassau,1158865,1049989,12/21/2021
New York City,New York,1479404,1293158,12/21/2021
Western New York,Niagara,142364,132908,12/21/2021
Mohawk Valley,Oneida,146856,135209,12/21/2021
Central New York,Onondaga,345780,317834,12/21/2021
Finger Lakes,Ontario,80768,75535,12/21/2021
Mid-Hudson,Orange,242626,219448,12/21/2021
Finger Lakes,Orleans,23222,21695,12/21/2021
Central New York,Oswego,74857,70223,12/21/2021
Mohawk Valley,Otsego,38380,35705,12/21/2021
Mid-Hudson,Putnam,77399,69018,12/21/2021
New York City,Queens,2002019,1800573,12/21/2021
Capital Region,Rensselaer,112586,103961,12/21/2021
New York City,Richmond,355719,324077,12/21/2021
Mid-Hudson,Rockland,214838,192953,12/21/2021
Capital Region,Saratoga,178645,165395,12/21/2021
Capital Region,Schenectady,127826,117591,12/21/2021
Mohawk Valley,Schoharie,18508,17472,12/21/2021
Southern Tier,Schuyler,10783,9948,12/21/2021
Finger Lakes,Seneca,18585,17317,12/21/2021
North Country,St. Lawrence,67773,63161,12/21/2021
Southern Tier,Steuben,53115,49587,12/21/2021
Long Island,Suffolk,1148926,1041363,12/21/2021
Mid-Hudson,Sullivan,47600,42831,12/21/2021
Southern Tier,Tioga,24411,23006,12/21/2021
Southern Tier,Tompkins,80491,74344,12/21/2021
Mid-Hudson,Ulster,139352,126671,12/21/2021
Capital Region,Warren,50078,46396,12/21/2021
Capital Region,Washington,39924,37289,12/21/2021
Finger Lakes,Wayne,61854,57837,12/21/2021
Mid-Hudson,Westchester,809735,724380,12/21/2021
Finger Lakes,Wyoming,22216,20757,12/21/2021
Finger Lakes,Yates,13977,12902,12/21/2021
Capital Region,Albany,239848,218006,12/22/2021
Western New York,Allegany,22209,20605,12/22/2021
New York City,Bronx,1080046,948538,12/22/2021
Southern Tier,Broome,127768,119047,12/22/2021
Western New York,Cattaraugus,41699,38264,12/22/2021
Central New York,Cayuga,47479,44037,12/22/2021
Western New York,Chautauqua,77049,70188,12/22/2021
Southern Tier,Chemung,46772,43626,12/22/2021
Southern Tier,Chenango,29876,27747,12/22/2021
North Country,Clinton,56046,52265,12/22/2021
Capital Region,Columbia,43892,39890,12/22/2021
Central New York,Cortland,28240,26487,12/22/2021
Southern Tier,Delaware,25208,23290,12/22/2021
Mid-Hudson,Dutchess,214788,192863,12/22/2021
Western New York,Erie,671082,619882,12/22/2021
North Country,Essex,26529,24654,12/22/2021
North Country,Franklin,29367,27089,12/22/2021
Mohawk Valley,Fulton,28533,26549,12/22/2021
Finger Lakes,Genesee,35923,33658,12/22/2021
Capital Region,Greene,30661,27812,12/22/2021
North Country,Hamilton,3467,3183,12/22/2021
Mohawk Valley,Herkimer,35190,32668,12/22/2021
North Country,Jefferson,70880,58975,12/22/2021
New York City,Kings,1883383,1686031,12/22/2021
North Country,Lewis,13843,13079,12/22/2021
Finger Lakes,Livingston,38574,36275,12/22/2021
Central New York,Madison,51959,48334,12/22/2021
Finger Lakes,Monroe,547428,508530,12/22/2021
Mohawk Valley,Montgomery,33375,31174,12/22/2021
Long Island,Nassau,1161029,1051151,12/22/2021
New York City,New York,1482955,1294543,12/22/2021
Western New York,Niagara,142523,133041,12/22/2021
Mohawk Valley,Oneida,147055,135420,12/22/2021
Central New York,Onondaga,346148,318131,12/22/2021
Finger Lakes,Ontario,80868,75718,12/22/2021
Mid-Hudson,Orange,243003,219720,12/22/2021
Finger Lakes,Orleans,23245,21711,12/22/2021
Central New York,Oswego,74904,70263,12/22/2021
Mohawk Valley,Otsego,38429,35770,12/22/2021
Mid-Hudson,Putnam,77558,69098,12/22/2021
New York City,Queens,2006879,1802632,12/22/2021
Capital Region,Rensselaer,112697,104038,12/22/2021
New York City,Richmond,356641,324443,12/22/2021
Mid-Hudson,Rockland,215273,193262,12/22/2021
Capital Region,Saratoga,178834,165624,12/22/2021
Capital Region,Schenectady,127973,117695,12/22/2021
Mohawk Valley,Schoharie,18525,17490,12/22/2021
Southern Tier,Schuyler,10790,9953,12/22/2021
Finger Lakes,Seneca,18600,17329,12/22/2021
North Country,St. Lawrence,67834,63258,12/22/2021
Southern Tier,Steuben,53193,49639,12/22/2021
Long Island,Suffolk,1150853,1042382,12/22/2021
Mid-Hudson,Sullivan,47685,42863,12/22/2021
Southern Tier,Tioga,24478,23031,12/22/2021
Southern Tier,Tompkins,80576,74397,12/22/2021
Mid-Hudson,Ulster,139626,126898,12/22/2021
Capital Region,Warren,50106,46433,12/22/2021
Capital Region,Washington,39964,37325,12/22/2021
Finger Lakes,Wayne,61912,57895,12/22/2021
Mid-Hudson,Westchester,811433,725491,12/22/2021
Finger Lakes,Wyoming,22237,20775,12/22/2021
Finger Lakes,Yates,14017,12929,12/22/2021
Capital Region,Albany,240128,218246,12/23/2021
Western New York,Allegany,22235,20622,12/23/2021
New York City,Bronx,1083854,950209,12/23/2021
Southern Tier,Broome,127922,119162,12/23/2021
Western New York,Cattaraugus,41753,38321,12/23/2021
Central New York,Cayuga,47509,44064,12/23/2021
Western New York,Chautauqua,77163,70252,12/23/2021
Southern Tier,Chemung,46808,43660,12/23/2021
Southern Tier,Chenango,29895,27766,12/23/2021
North Country,Clinton,56099,52326,12/23/2021
Capital Region,Columbia,43933,39917,12/23/2021
